,Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,exchange_rate,point_value,stdev_lookback,stdev_decay,decay_fast,decay_slow,Daily_Return,returns,sqreturns,emwa_fast_fin,emwa_slow_fin,raw_cross,variance,std_dev,vol_adj_crossover,forecast_scalar,forecast,capped_forecast,1%_move,block_value,price_volatility,ICV,IVV,Daily_Cash_Vol_Tgt,Volatility_Scalar,Subsystem_Pos,Target_Pos,Current_pos,trades_needed,abs_forecast,forecast*returns,cum_series
0,03/01/2000,102.97,103.21,102.84,102.96,207258,308568,OE1 Comdty,Future,EUX,EUR,0.01,10,1000,102960,103,102.66,0.2072036035722656,1,0.004,,1.1308,1.1308,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,,0.0,0.0,102.96,102.96,0.0,0.0,0.0,,5.3,,,1.0295999999999998,1029.6,0.2,205.92,232.854336,125000.0,536.8162867278538,,,,,,,
1,04/01/2000,102.77,103.05,102.53,102.97,294488,330247,OE1 Comdty,Future,EUX,EUR,0.01,10,1000,102970,103,102.36,0.2088524199843817,2,0.004,,1.1308,1.1308,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,9.712509712511697e-05,0.010000000000005116,0.00010000000000010231,102.96222222222222,102.96060606060605,0.0016161616161696202,0.00010000000000010231,0.010000000000005116,0.16161616161687933,5.3,0.8565656565694605,0.8565656565694605,1.0297,1029.7,0.2,205.94000000000003,232.87695200000005,125000.0,536.7641534573158,45.977373952911634,46.0,,,0.8565656565694605,-8.318594314557612e-05,-8.318594314557612e-05
2,05/01/2000,103.02,103.19,102.81,102.96,349705,339888,OE1 Comdty,Future,EUX,EUR,0.01,10,1000,102960,103,102.37,0.2087406684541033,3,0.004,,1.1308,1.1308,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,-9.711566475678612e-05,-0.010000000000005116,0.00010000000000010231,102.96172839506173,102.96056932966023,0.0011590654014952406,0.00010000000000010231,0.010000000000005116,0.11590654014946476,5.3,0.6143046627921632,0.6143046627921632,1.0295999999999998,1029.6,0.2,205.92,232.854336,125000.0,536.8162867278538,32.97687479996954,33.0,46.0,-13.0,0.6143046627921632,0.0,-8.318594314557612e-05
3,06/01/2000,103.03,103.11,102.83,102.96,251094,352702,OE1 Comdty,Future,EUX,EUR,0.01,10,1000,102960,103,102.36,0.2101206002910372,4,0.004,,1.1308,1.1308,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,0.0,0.0,0.0,102.96134430727022,102.96053482483234,0.0008094824378872545,9.459459459469138e-05,0.009725975251597723,0.0832289222362845,5.3,0.44111328785230786,0.44111328785230786,1.0295999999999998,1029.6,0.2,205.92,232.854336,125000.0,536.8162867278538,23.67967972111908,24.0,33.0,-9.0,0.44111328785230786,0.002099315375365527,0.002016129432219951
4,07/01/2000,103.06,103.54,102.94,103.45,267226,378281,OE1 Comdty,Future,EUX,EUR,0.01,10,1000,103450,103,102.39,0.2138714567210857,5,0.004,,1.1308,1.1308,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,0.004759129759129843,0.4900000000000091,0.24010000000000892,103.06993446121018,102.9901993809031,0.07973508030707421,0.013067859751644111,0.11431473987043014,0.6975048046949135,5.3,3.6967754648830415,3.6967754648830415,1.0345,1034.5,0.21,217.245,245.660646,125000.0,508.8320088517556,188.10376860703207,188.0,24.0,164.0,3.6967754648830415,0.002858792046308444,0.004874921478528395
5,10/01/2000,103.51,103.66,103.38,103.53,260619,391944,OE1 Comdty,Future,EUX,EUR,0.01,10,1000,103530,104,102.85,0.201422441649384,6,0.004,,1.1308,1.1308,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,0.0007733204446591646,0.0799999999999983,0.006399999999999727,103.17217124760792,103.02291456993929,0.1492566776686317,0.012707434900203873,0.11272725890486238,1.324051335219628,5.3,7.017472076664028,7.017472076664028,1.0353,1035.3000000000002,0.19,196.70700000000005,222.43627560000007,125000.0,561.958698790585,394.35294770013815,394.0,188.0,206.0,7.017472076664028,-0.031179727183092098,-0.026304805704563703
6,11/01/2000,103.55,103.56,103.03,103.07,316837,397617,OE1 Comdty,Future,EUX,EUR,0.01,10,1000,103070,103,102.93,0.1702762461413802,7,0.004,,1.1308,1.1308,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,-0.004443156572974116,-0.46000000000000796,0.2116000000000073,103.14946652591726,103.02576823236721,0.12369829355004924,0.023458384365058114,0.15316130178690085,0.8076341223722124,5.3,4.280460848572726,4.280460848572726,1.0307,1030.7,0.17,175.21900000000002,198.13764520000004,125000.0,630.874561337524,270.0433860165764,270.0,394.0,-124.0,4.280460848572726,-0.00041529648283376993,-0.02672010218739747
7,12/01/2000,103.06,103.12,102.83,103.06,325305,425089,OE1 Comdty,Future,EUX,EUR,0.01,10,1000,103060,103,102.49,0.170442561194869,8,0.004,,1.1308,1.1308,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,-9.702144173850957e-05,-0.009999999999990905,9.99999999998181e-05,103.12958507571342,103.02784288495103,0.1017421907623941,0.022195768993973884,0.14898244525437848,0.6829139539807894,5.3,3.6194439560981833,3.6194439560981833,1.0306,1030.6,0.17,175.202,198.1184216,125000.0,630.9357756361209,228.3636679812277,228.0,270.0,-42.0,3.6194439560981833,0.0014047909784971567,-0.025315311208900314
8,13/01/2000,103.0,103.2,102.93,103.1,291111,383895,OE1 Comdty,Future,EUX,EUR,0.01,10,1000,103100,103,102.46,0.1707415200432124,9,0.004,,1.1308,1.1308,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,0.0003881234232485653,0.03999999999999204,0.0015999999999993634,103.12301061444377,103.03221604343885,0.0907945710049205,0.021082484183488775,0.14519808601868267,0.6253152055546927,5.3,3.314170589439871,3.314170589439871,1.031,1031.0,0.17,175.27,198.19531600000002,125000.0,630.6909896901902,209.02175290559535,209.0,228.0,-19.0,3.314170589439871,-0.003214520455324586,-0.0285298316642249
9,14/01/2000,103.16,103.35,102.95,103.0,336131,397801,OE1 Comdty,Future,EUX,EUR,0.01,10,1000,103000,103,102.44,0.1724026295236445,10,0.004,,1.1308,1.1308,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,-0.0009699321047526022,-0.09999999999999432,0.009999999999998864,103.09567492234515,103.0302635559577,0.06541136638745115,0.020483430984381212,0.14312033742407546,0.45703753613738873,5.3,2.4222989415281604,2.4222989415281604,1.03,1030.0,0.17,175.10000000000002,198.00308000000004,125000.0,631.3033110394039,152.9205342113971,153.0,209.0,-56.0,2.4222989415281604,-0.00023517465451730778,-0.028765006318742205
