,Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,eurusd,exchange_rate,point_value,stdev_lookback,stdev_decay,decay_fast,decay_slow,Daily_Return,returns,sqreturns,emwa_fast_fin,emwa_slow_fin,raw_cross,variance,std_dev,vol_adj_crossover,forecast_scalar,forecast,capped_forecast,1%_move,block_value,price_volatility,ICV,IVV,Daily_Cash_Vol_Tgt,Volatility_Scalar,Subsystem_Pos,Target_Pos,Current_pos,trades_needed,abs_forecast,forecast*returns,cum_series
0,02/01/2023,164.07,164.94,164.07,164.47,122958.0,1582558.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,164470.0,164.47,161.25,1.2659087644774858,4436.0,0.002,0.25,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,,0.0,0.0,164.47,164.47,0.0,0.0,0.0,,5.3,,,1.6447,1644.7,0.77,1266.419,1432.0666052000001,125000.0,87.28644292528747,,0.0,,,,,
1,03/01/2023,164.39,164.52,162.99,163.21,833312.0,1597333.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,163210.0,163.21,159.96,1.2579364053802196,4437.0,0.002,0.25,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,-0.007660971605763955,-1.259999999999991,1.587599999999977,164.19,164.39363636363638,-0.20363636363637738,1.587599999999977,1.259999999999991,-0.1616161616161737,5.3,-0.8565656565657206,-0.8565656565657206,1.6321,1632.1000000000001,0.77,1256.717,1421.0955836,125000.0,87.96030431911053,-7.53437758208195,-8.0,0.0,-8.0,0.8565656565657206,0.00010496484977225153,0.00010496484977225153
2,04/01/2023,163.46,163.62,163.1,163.19,655358.0,1622321.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,163190.0,163.19,159.96,1.2259216940656943,4438.0,0.002,0.25,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,-0.00012254151093693544,-0.020000000000010232,0.00040000000000040925,163.96777777777777,164.3206887052342,-0.3529109274564348,1.5018054054053835,1.225481703415185,-0.28797731249103026,5.3,-1.5262797562024604,-1.5262797562024604,1.6319,1631.8999999999999,0.75,1223.925,1384.01439,125000.0,90.31698001348093,-13.784897823591816,-14.0,-8.0,-6.0,1.5262797562024604,-0.0032734721163727026,-0.003168507266600451
3,05/01/2023,163.51,163.74,162.81,163.54,1019510.0,1645574.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,163540.0,163.54,160.29,1.1354981285677626,4439.0,0.002,0.25,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,0.00214473926098413,0.3499999999999943,0.12249999999999601,163.8727160493827,164.2733742382503,-0.4006581888676237,1.427248356464552,1.1946750003513724,-0.3353700284594421,5.3,-1.777461150835043,-1.777461150835043,1.6354,1635.3999999999999,0.69,1128.426,1276.0241208,125000.0,97.96053065331678,-17.412103755145598,-17.0,-14.0,-3.0,1.777461150835043,0.007608064116329448,0.004439556849728997
4,06/01/2023,163.64,163.67,162.67,162.84,636677.0,1662473.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,162840.0,162.84,159.62,1.075610214396562,4440.0,0.002,0.25,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,-0.0042802983979454146,-0.6999999999999886,0.48999999999998406,163.6432235939643,164.18650307229575,-0.5432794783314421,1.3765862831421427,1.173280138390718,-0.46304327547605917,5.3,-2.4541293600231135,-2.4541293600231135,1.6284,1628.4,0.66,1074.7440000000001,1215.3205152000003,125000.0,102.85352582847601,-25.24158575175586,-25.0,-17.0,-8.0,2.4541293600231135,-0.0016577881945624429,0.0027817686551665543
5,09/01/2023,162.7,163.33,162.47,162.95,599720.0,1691151.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,162950.0,162.95,159.76,1.0557821744947593,4441.0,0.002,0.25,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,0.0006755097027757451,0.10999999999998522,0.012099999999996749,163.48917390641668,164.11156349215662,-0.6223895857399384,1.3028302678371617,1.141415904846766,-0.5452785291470891,5.3,-2.889976204479572,-2.889976204479572,1.6295,1629.5,0.65,1059.175,1197.71509,125000.0,104.36538793211665,-30.161348769509658,-30.0,-25.0,-5.0,2.889976204479572,-0.003015010461869088,-0.00023324180670253368
6,10/01/2023,163.14,163.36,162.92,163.12,617957.0,1688904.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,163120.0,163.12,159.93,1.0048797606252258,4442.0,0.002,0.25,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,0.001043264805155042,0.17000000000001592,0.02890000000000541,163.4071352605463,164.0514687350562,-0.6443334745098923,1.2339691722783965,1.110841650406752,-0.5800407954400698,5.3,-3.07421621583237,-3.07421621583237,1.6312,1631.2,0.62,1011.344,1143.6277952,125000.0,109.3012958627328,-33.60158161527047,-34.0,-30.0,-4.0,3.07421621583237,-0.006784685125671643,-0.007017926932374177
7,11/01/2023,163.16,163.98,163.04,163.48,906802.0,1701820.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,163480.0,163.48,160.31,0.9783544006719682,4443.0,0.002,0.25,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,0.002206964198136152,0.3599999999999852,0.12959999999998936,163.42332742486934,164.01683426626494,-0.5935068413955946,1.1742735413444285,1.0836390272338978,-0.5476979201372832,5.3,-2.9027989767276012,-2.9027989767276012,1.6348,1634.8,0.6,980.8799999999999,1109.1791039999998,125000.0,112.69595645032997,-32.71337070653561,-33.0,-34.0,1.0,2.9027989767276012,-0.0072800806242860755,-0.014298007556660252
8,12/01/2023,163.86,164.19,163.52,163.89,821923.0,1700349.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,163890.0,163.89,160.74,0.9101496213888124,4444.0,0.002,0.25,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,0.0025079520430633107,0.4099999999999966,0.1680999999999972,163.52703244156504,164.00914734103677,-0.4821148994717248,1.1198857823528376,1.0582465602839621,-0.45557899034640625,5.3,-2.414568648835953,-2.414568648835953,1.6388999999999998,1638.8999999999999,0.56,917.784,1037.8301472,125000.0,120.44360085052654,-29.08193425665927,-29.0,-33.0,4.0,2.414568648835953,0.007071773454397751,-0.007226234102262501
9,13/01/2023,163.52,164.04,163.14,163.41,746655.0,1704686.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,163410.0,163.41,160.27,0.8728854449358526,4445.0,0.002,0.25,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,-0.002928793703093513,-0.47999999999998977,0.23039999999999017,163.50102523232835,163.97283538097395,-0.4718101486456021,1.0718054697932242,1.0352803822120964,-0.45573175803590477,5.3,-2.415378317590295,-2.415378317590295,1.6341,1634.1000000000001,0.53,866.0730000000001,979.3553484000001,125000.0,127.63497968762405,-30.828676250356487,-31.0,-29.0,-2.0,2.415378317590295,-0.002512785716849616,-0.009739019819112116
10,16/01/2023,163.83,163.92,163.39,163.58,455940.0,1703018.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,163580.0,163.58,160.43,0.7541920621748294,4446.0,0.002,0.25,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,0.0010403280093018719,0.17000000000001592,0.02890000000000541,163.51857518069983,163.94902717606644,-0.43045199536661016,1.0154322011557528,1.007686558983374,-0.4271685391942519,5.3,-2.263993257729535,-2.263993257729535,1.6358000000000001,1635.8000000000002,0.46,752.4680000000001,850.8908144000001,125000.0,146.90486474242047,-33.25916233045093,-33.0,-31.0,-2.0,2.263993257729535,-0.0044288900994832,-0.014167909918595317
11,17/01/2023,163.73,164.45,163.71,163.9,877774.0,1718181.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,163900.0,163.9,160.73,0.6883550440343401,4447.0,0.002,0.25,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,0.001956229367893414,0.3199999999999932,0.10239999999999563,163.60333625165543,163.94605583206243,-0.34271958040699246,0.9660791092013876,0.982893233877102,-0.3486844436349483,5.3,-1.848027551265226,-1.848027551265226,1.639,1639.0,0.42,688.38,778.420104,125000.0,160.5816696635574,-29.675934976642537,-30.0,-33.0,3.0,1.848027551265226,0.005412161223961721,-0.008755748694633596
12,18/01/2023,163.81,163.82,163.04,163.42,789279.0,1719604.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,163420.0,163.42,160.27,0.6617859673999718,4448.0,0.002,0.25,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,-0.0029286150091519803,-0.4800000000000182,0.23040000000001745,163.56259486239867,163.91417366042228,-0.3515787980236098,0.9263126708661784,0.9624513862352625,-0.36529512352706983,5.3,-1.93606415469347,-1.93606415469347,1.6341999999999999,1634.1999999999998,0.4,653.68,739.181344,125000.0,169.1059995150527,-32.740006400470484,-33.0,-30.0,-3.0,1.93606415469347,0.004620395424858918,-0.004135353269774678
13,19/01/2023,163.0,163.15,162.62,163.03,870073.0,1724167.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,163030.0,163.03,159.89,0.548840292478162,4449.0,0.002,0.25,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,-0.0023864888018602093,-0.38999999999998636,0.15209999999998935,163.4442404485323,163.86058737797245,-0.4163469294401523,0.8844633373058439,0.9404591098531844,-0.44270604120698925,5.3,-2.346342018397043,-2.346342018397043,1.6303,1630.3000000000002,0.34,554.3020000000001,626.8047016000002,125000.0,199.4241582440612,-46.791728197150185,-47.0,-33.0,-14.0,2.346342018397043,0.010650144719461753,0.006514791449687075
14,20/01/2023,163.18,163.28,162.2,162.29,726842.0,1728202.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,162290.0,162.29,159.15,0.5394401418577556,4450.0,0.002,0.25,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,-0.004539041894130014,-0.7400000000000091,0.5476000000000134,163.18774257108066,163.76540026415594,-0.577657693075281,0.8662545082622856,0.9307279453536815,-0.6206514975283869,5.3,-3.2894529369004504,-3.2894529369004504,1.6229,1622.9,0.33,535.557,605.6078556,125000.0,206.40419182832014,-67.89568749982315,-68.0,-47.0,-21.0,3.2894529369004504,-0.017025944093883468,-0.010511152644196393
15,23/01/2023,162.77,163.38,162.45,163.13,794009.0,1708741.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,163130.0,163.13,159.98,0.539948454312245,4451.0,0.002,0.25,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,0.005175919650009186,0.8400000000000034,0.7056000000000058,163.17491088861829,163.7268911572374,-0.5519802686191042,0.8575704807886488,0.9260510141394203,-0.5960581654694906,5.3,-3.1591082769883,-3.1591082769883,1.6313,1631.3,0.33,538.3290000000001,608.7424332,125000.0,205.34136144067966,-64.86955945352973,-65.0,-68.0,3.0,3.1591082769883,0.007165267348039423,-0.0033458852961569703
16,24/01/2023,163.14,163.23,162.48,162.76,723034.0,1715412.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,162760.0,162.76,159.63,0.5519833934526632,4452.0,0.002,0.25,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,-0.002268129712499234,-0.37000000000000455,0.13690000000000335,163.08270846892532,163.66829169316242,-0.585583224237098,0.8186153196649383,0.9047736289619289,-0.6472151768050018,5.3,-3.4302404370665096,-3.4302404370665096,1.6276,1627.6,0.34,553.384,625.7666272,125000.0,199.75497983859245,-68.52076093477451,-69.0,-65.0,-4.0,3.4302404370665096,0.02107545119849177,0.0177295659023348
